DateTime,ManagedEntityGuid,Objectname,CounterName,SampleValue,AlertName,Severity
11/20/2020 14:28,6EA459BD-0616-71F6-FC4A-7989A2DCF9FD,Processor Information,% Processor Time,13.45187759,NULL,NULL
11/20/2020 14:28,6EA459BD-0616-71F6-FC4A-7989A2DCF9FD,Memory,PercentMemoryUsed,60.22512998,NULL,NULL
11/20/2020 14:29,6CF3C556-F47A-28FB-AF89-0AF63579F9BE,Memory,Pool Paged Bytes,464957440,NULL,NULL
11/20/2020 14:29,D199221E-8D1A-7FC0-7A21-55B134FA0ED6,LogicalDisk,% Free Space,91.59980774,NULL,NULL
11/20/2020 14:29,6CF3C556-F47A-28FB-AF89-0AF63579F9BE,Memory,Free System Page Table Entries,12303096,NULL,NULL
11/20/2020 14:29,6CF3C556-F47A-28FB-AF89-0AF63579F9BE,Memory,Available MBytes,1865,NULL,NULL
11/20/2020 14:29,6CF3C556-F47A-28FB-AF89-0AF63579F9BE,Memory,Pages/sec,1338.569946,NULL,NULL
11/20/2020 14:29,6CF3C556-F47A-28FB-AF89-0AF63579F9BE,Processor Information,% Processor Time,22.40345192,NULL,NULL
11/20/2020 14:29,6CF3C556-F47A-28FB-AF89-0AF63579F9BE,Memory,Pool Nonpaged Bytes,259973120,NULL,NULL
11/20/2020 14:29,D199221E-8D1A-7FC0-7A21-55B134FA0ED6,LogicalDisk,Free Megabytes,13129,NULL,NULL
11/20/2020 14:29,DA937750-30E8-896A-AA53-59F8D4E5AB6D,Network Adapter,Bytes Total/sec,5926.919434,NULL,NULL
11/20/2020 14:29,DA937750-30E8-896A-AA53-59F8D4E5AB6D,Network Adapter,Current Bandwidth,49999998976,NULL,NULL
11/20/2020 14:29,6CF3C556-F47A-28FB-AF89-0AF63579F9BE,Memory,PercentMemoryUsed,73.98,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Batch Size,1,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,Health Service,Active File Uploads,1,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Processing Time,0.051685669,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Processing Time,0.169252157,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Processing Time,0.103913903,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Processing Time,0.02325139,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Processing Time,0.189414248,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Processing Time,0.06250608,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Batch Size,2.159090996,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Batch Size,2,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Batch Size,9.666666985,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Batch Size,1,NULL,NULL
11/20/2020 14:29,2A909362-BE1E-F148-835C-96787AE2775E,OpsMgr DB Write Action Modules,Avg. Batch Size,3.636363745,NULL,NULL
11/20/2020 14:29,C0A063CD-F902-F82C-B1AA-4BF826137C6B,Process,Private Bytes,291467264,NULL,NULL
